time,pm_1,pm_25,pm_10,pm_4
2024-06-17 17:13:19,1.0,2.27,3.35,1.03
2024-06-17 17:13:21,1.1,2.25,3.47,1.17
2024-06-17 17:13:23,1.21,2.61,3.46,1.28
2024-06-17 17:13:26,1.23,2.8,3.67,1.31
2024-06-17 17:13:28,1.22,2.7,3.55,1.29
2024-06-17 17:13:31,1.19,2.42,3.74,1.25
2024-06-17 17:13:33,1.12,2.37,3.61,1.18
2024-06-17 17:13:35,1.09,2.15,3.36,1.15
2024-06-17 17:13:38,1.07,2.51,3.2,1.13
2024-06-17 17:13:40,1.04,2.27,3.43,1.1
2024-06-17 17:13:43,1.05,2.32,3.49,1.11
2024-06-17 17:13:45,1.05,2.34,3.5,1.11
2024-06-17 17:13:47,1.02,2.09,3.22,1.08
2024-06-17 17:13:50,1.0,2.21,3.29,1.03
2024-06-17 17:13:52,1.0,2.12,3.11,1.0
2024-06-17 17:13:55,1.0,2.25,3.19,1.0
2024-06-17 17:13:57,1.0,2.27,3.15,1.0
2024-06-17 17:13:59,1.0,1.93,3.26,1.0
2024-06-17 17:14:02,1.0,2.24,3.04,1.0
2024-06-17 17:14:04,1.0,2.11,2.9,1.0
2024-06-17 17:14:07,1.0,2.08,2.86,1.0
2024-06-17 17:14:09,1.0,2.05,2.82,1.0
2024-06-17 17:14:11,1.0,1.99,2.76,1.0
2024-06-17 17:14:14,1.0,2.07,2.85,1.0
2024-06-17 17:14:16,1.0,2.24,3.04,1.0
2024-06-17 17:14:19,1.0,1.96,2.79,1.0
2024-06-17 17:14:21,1.0,2.21,3.08,1.0
2024-06-17 17:14:23,1.0,2.24,3.12,1.0
2024-06-17 17:14:26,1.0,2.18,3.11,1.0
2024-06-17 17:14:28,1.0,2.17,3.24,1.02
2024-06-17 17:14:31,1.0,2.37,3.48,1.05
2024-06-17 17:14:33,1.04,2.23,3.38,1.1
2024-06-17 17:14:35,1.04,2.3,3.46,1.11
2024-06-17 17:14:38,1.06,2.43,3.61,1.12
2024-06-17 17:14:40,1.07,2.5,3.18,1.13
2024-06-17 17:14:43,1.06,2.43,3.61,1.12
2024-06-17 17:14:45,1.01,2.51,3.13,1.07
2024-06-17 17:14:47,1.0,2.09,3.15,1.01
2024-06-17 17:14:50,1.0,1.96,2.93,1.0
2024-06-17 17:14:52,1.0,2.09,3.01,1.0
2024-06-17 17:14:55,1.0,1.92,3.32,1.0
2024-06-17 17:14:57,1.0,2.2,3.07,1.0
2024-06-17 17:14:59,1.0,2.31,3.2,1.0
2024-06-17 17:15:02,1.0,2.2,3.14,1.0
2024-06-17 17:15:04,1.0,2.35,3.31,1.0
